"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.8,1,1.75,1.95,29.18,-2.85030264465106
0.8,1,1.75,1.95,29.19,-2.85929534895348
0.8,1,1.75,1.95,29.2,-2.8683581199517
0.8,1,1.75,1.95,29.21,-2.87749169991642
0.8,1,1.75,1.95,29.22,-2.88669683805036
0.8,1,1.75,1.95,29.23,-2.89597429047348
0.8,1,1.75,1.95,29.24,-2.9053248202041
0.8,1,1.75,1.95,29.25,-2.91474919713605
0.8,1,1.75,1.95,29.26,-2.92424819801125
0.8,1,1.75,1.95,29.27,-2.93382260638793
0.8,1,1.75,1.95,29.28,-2.94347321260395
0.8,1,1.75,1.95,29.29,-2.95320081373528
0.8,1,1.75,1.95,29.3,-2.96300621354924
0.8,1,1.75,1.95,29.31,-2.97289022245231
0.8,1,1.75,1.95,29.32,-2.98285365743244
0.8,1,1.75,1.95,29.33,-2.99289734199531
0.8,1,1.75,1.95,29.34,-3.0030221060946
0.8,1,1.75,1.95,29.35,-3.01322878605591
0.8,1,1.75,1.95,29.36,-3.02351822449394
0.8,1,1.75,1.95,29.37,-3.03389127022293
0.8,1,1.75,1.95,29.38,-3.04434877815979
0.8,1,1.75,1.95,29.39,-3.05489160921992
0.8,1,1.75,1.95,29.4,-3.06552063020515
0.8,1,1.75,1.95,29.41,-3.07623671368379
0.8,1,1.75,1.95,29.42,-3.08704073786223
0.8,1,1.75,1.95,29.43,-3.0979335864479
0.8,1,1.75,1.95,29.44,-3.10891614850331
0.8,1,1.75,1.95,29.45,-3.11998931829072
0.8,1,1.75,1.95,29.46,-3.13115399510716
0.8,1,1.75,1.95,29.47,-3.14241108310944
0.8,1,1.75,1.95,29.48,-3.15376149112889
0.8,1,1.75,1.95,29.49,-3.16520613247521
0.8,1,1.75,1.95,29.5,-3.17674592472938
0.8,1,1.75,1.95,29.51,-3.18838178952498
0.8,1,1.75,1.95,29.52,-3.20011465231769
0.8,1,1.75,1.95,29.53,-3.21194544214246
0.8,1,1.75,1.95,29.54,-3.22387509135806
0.8,1,1.75,1.95,29.55,-3.23590453537843
0.8,1,1.75,1.95,29.56,-3.24803471239061
0.8,1,1.75,1.95,29.57,-3.26026656305857
0.8,1,1.75,1.95,29.58,-3.27260103021279
0.8,1,1.75,1.95,29.59,-3.28503905852475
0.8,1,1.75,1.95,29.6,-3.29758159416639
0.8,1,1.75,1.95,29.61,-3.31022958445346
0.8,1,1.75,1.95,29.62,-3.32298397747286
0.8,1,1.75,1.95,29.63,-3.3358457216931
0.8,1,1.75,1.95,29.64,-3.34881576555755
0.8,1,1.75,1.95,29.65,-3.36189505705997
0.8,1,1.75,1.95,29.66,-3.3750845433018
0.8,1,1.75,1.95,29.67,-3.38838517003071
0.8,1,1.75,1.95,29.68,-3.40179788115993
0.8,1,1.75,1.95,29.69,-3.41532361826772
0.8,1,1.75,1.95,29.7,-3.42896332007664
0.8,1,1.75,1.95,29.71,-3.44271792191203
0.8,1,1.75,1.95,29.72,-3.45658835513904
0.8,1,1.75,1.95,29.73,-3.47057554657792
0.8,1,1.75,1.95,29.74,-3.48468041789679
0.8,1,1.75,1.95,29.75,-3.4989038849816
0.8,1,1.75,1.95,29.76,-3.51324685728261
0.8,1,1.75,1.95,29.77,-3.52771023713681
0.8,1,1.75,1.95,29.78,-3.54229491906599
0.8,1,1.75,1.95,29.79,-3.55700178904964
0.8,1,1.75,1.95,29.8,-3.57183172377243
0.8,1,1.75,1.95,29.81,-3.58678558984564
0.8,1,1.75,1.95,29.82,-3.60186424300196
0.8,1,1.75,1.95,29.83,-3.61706852726344
0.8,1,1.75,1.95,29.84,-3.63239927408175
0.8,1,1.75,1.95,29.85,-3.64785730145069
0.8,1,1.75,1.95,29.86,-3.66344341299015
0.8,1,1.75,1.95,29.87,-3.67915839700129
0.8,1,1.75,1.95,29.88,-3.6950030254925
0.8,1,1.75,1.95,29.89,-3.71097805317571
0.8,1,1.75,1.95,29.9,-3.72708421643272
0.8,1,1.75,1.95,29.91,-3.74332223225128
0.8,1,1.75,1.95,29.92,-3.75969279713042
0.8,1,1.75,1.95,29.93,-3.77619658595492
0.8,1,1.75,1.95,29.94,-3.79283425083878
0.8,1,1.75,1.95,29.95,-3.80960641993711
0.8,1,1.75,1.95,29.96,-3.82651369622677
0.8,1,1.75,1.95,29.97,-3.84355665625518
0.8,1,1.75,1.95,29.98,-3.86073584885761
0.8,1,1.75,1.95,29.99,-3.87805179384272
0.8,1,1.75,1.95,30,-3.89550498064645
0.8,1,1.75,1.95,30.01,-3.91309586695436
0.8,1,1.75,1.95,30.02,-3.93082487729259
0.8,1,1.75,1.95,30.03,-3.94869240158765
0.8,1,1.75,1.95,30.04,-3.96669879369541
0.8,1,1.75,1.95,30.05,-3.98484436989953
0.8,1,1.75,1.95,30.06,-4.00312940738
0.8,1,1.75,1.95,30.07,-4.02155414265208
0.8,1,1.75,1.95,30.08,-4.04011876997658
0.8,1,1.75,1.95,30.09,-4.05882343974186
0.8,1,1.75,1.95,30.1,-4.07766825681879
0.8,1,1.75,1.95,30.11,-4.09665327888919
0.8,1,1.75,1.95,30.12,-4.11577851474918
0.8,1,1.75,1.95,30.13,-4.13504392258837
0.8,1,1.75,1.95,30.14,-4.1544494082462
0.8,1,1.75,1.95,30.15,-4.17399482344705
0.8,1,1.75,1.95,30.16,-4.19367996401542
0.8,1,1.75,1.95,30.17,-4.21350456807298
0.8,1,1.75,1.95,30.18,-4.23346831421946
0.8,1,1.75,1.95,30.19,-4.25357081969915
0.8,1,1.75,1.95,30.2,-4.27381163855524
0.8,1,1.75,1.95,30.21,-4.29419025977445
0.8,1,1.75,1.95,30.22,-4.31470610542418
0.8,1,1.75,1.95,30.23,-4.33535852878511
0.8,1,1.75,1.95,30.24,-4.35614681248177
0.8,1,1.75,1.95,30.25,-4.37707016661437
0.8,1,1.75,1.95,30.26,-4.39812772689503
0.8,1,1.75,1.95,30.27,-4.4193185527916
0.8,1,1.75,1.95,30.28,-4.44064162568303
0.8,1,1.75,1.95,30.29,-4.4620958470297
0.8,1,1.75,1.95,30.3,-4.48368003656304
0.8,1,1.75,1.95,30.31,-4.50539293049848
0.8,1,1.75,1.95,30.32,-4.52723317977611
0.8,1,1.75,1.95,30.33,-4.54919934833389
0.8,1,1.75,1.95,30.34,-4.57128991141804
0.8,1,1.75,1.95,30.35,-4.5935032539358
0.8,1,1.75,1.95,30.36,-4.61583766885587
0.8,1,1.75,1.95,30.37,-4.63829135566192
0.8,1,1.75,1.95,30.38,-4.660862418865
0.8,1,1.75,1.95,30.39,-4.68354886658066
0.8,1,1.75,1.95,30.4,-4.70634860917714
0.8,1,1.75,1.95,30.41,-4.72925945800064
0.8,1,1.75,1.95,30.42,-4.75227912418455
0.8,1,1.75,1.95,30.43,-4.77540521754915
0.8,1,1.75,1.95,30.44,-4.79863524559883
0.8,1,1.75,1.95,30.45,-4.82196661262383
0.8,1,1.75,1.95,30.46,-4.84539661891389
0.8,1,1.75,1.95,30.47,-4.86892246009115
0.8,1,1.75,1.95,30.48,-4.89254122656984
0.8,1,1.75,1.95,30.49,-4.91624990315053
0.8,1,1.75,1.95,30.5,-4.94004536875676
0.8,1,1.75,1.95,30.51,-4.96392439632177
0.8,1,1.75,1.95,30.52,-4.98788365283355
0.8,1,1.75,1.95,30.53,-5.01191969954598
0.8,1,1.75,1.95,30.54,-5.03602899236438
0.8,1,1.75,1.95,30.55,-5.0602078824132
0.8,1,1.75,1.95,30.56,-5.08445261679424
0.8,1,1.75,1.95,30.57,-5.10875933954301
0.8,1,1.75,1.95,30.58,-5.13312409279147
0.8,1,1.75,1.95,30.59,-5.1575428181447
0.8,1,1.75,1.95,30.6,-5.18201135827924
0.8,1,1.75,1.95,30.61,-5.20652545877055
0.8,1,1.75,1.95,30.62,-5.23108077015685
0.8,1,1.75,1.95,30.63,-5.25567285024628
0.8,1,1.75,1.95,30.64,-5.28029716667413
0.8,1,1.75,1.95,30.65,-5.3049490997165
0.8,1,1.75,1.95,30.66,-5.32962394536638
0.8,1,1.75,1.95,30.67,-5.35431691867756
0.8,1,1.75,1.95,30.68,-5.37902315738193
0.8,1,1.75,1.95,30.69,-5.40373772578424
0.8,1,1.75,1.95,30.7,-5.42845561893874
0.8,1,1.75,1.95,30.71,-5.45317176711106
0.8,1,1.75,1.95,30.72,-5.47788104052823
0.8,1,1.75,1.95,30.73,-5.50257825441894
0.8,1,1.75,1.95,30.74,-5.52725817434563
0.8,1,1.75,1.95,30.75,-5.55191552182894
0.8,1,1.75,1.95,30.76,-5.57654498026462
0.8,1,1.75,1.95,30.77,-5.60114120113186
0.8,1,1.75,1.95,30.78,-5.62569881049133
0.8,1,1.75,1.95,30.79,-5.65021241577024
0.8,1,1.75,1.95,30.8,-5.67467661283077
0.8,1,1.75,1.95,30.81,-5.69908599331753
0.8,1,1.75,1.95,30.82,-5.72343515227825
0.8,1,1.75,1.95,30.83,-5.74771869605152
0.8,1,1.75,1.95,30.84,-5.77193125041378
0.8,1,1.75,1.95,30.85,-5.7960674689774
0.8,1,1.75,1.95,30.86,-5.82012204183017
0.8,1,1.75,1.95,30.87,-5.84408970440568
0.8,1,1.75,1.95,30.88,-5.86796524657323
0.8,1,1.75,1.95,30.89,-5.89174352193493
0.8,1,1.75,1.95,30.9,-5.91541945731621
0.8,1,1.75,1.95,30.91,-5.93898806243597
0.8,1,1.75,1.95,30.92,-5.96244443974071
0.8,1,1.75,1.95,30.93,-5.98578379438707
0.8,1,1.75,1.95,30.94,-6.00900144435553
0.8,1,1.75,1.95,30.95,-6.03209283067824
0.8,1,1.75,1.95,30.96,-6.05505352776258
0.8,1,1.75,1.95,30.97,-6.07787925379166
0.8,1,1.75,1.95,30.98,-6.10056588118272
0.8,1,1.75,1.95,30.99,-6.12310944708382
0.8,1,1.75,1.95,31,-6.14550616388872
0.8,1,1.75,1.95,31.01,-6.16775242975005
0.8,1,1.75,1.95,31.02,-6.18984483907039
0.8,1,1.75,1.95,31.03,-6.21178019295118
0.8,1,1.75,1.95,31.04,-6.23355550957941
0.8,1,1.75,1.95,31.05,-6.25516803453227
0.8,1,1.75,1.95,31.06,-6.2766152509805
0.8,1,1.75,1.95,31.07,-6.29789488977149
0.8,1,1.75,1.95,31.08,-6.31900493937409
0.8,1,1.75,1.95,31.09,-6.33994365566782
0.8,1,1.75,1.95,31.1,-6.36070957156002
0.8,1,1.75,1.95,31.11,-6.38130150641577
0.8,1,1.75,1.95,31.12,-6.40171857528653
0.8,1,1.75,1.95,31.13,-6.42196019792501
0.8,1,1.75,1.95,31.14,-6.44202610757509
0.8,1,1.75,1.95,31.15,-6.46191635952756
0.8,1,1.75,1.95,31.16,-6.48163133943407
0.8,1,1.75,1.95,31.17,-6.50117177137392
0.8,1,1.75,1.95,31.18,-6.52053872567015
0.8,1,1.75,1.95,31.19,-6.53973362645397
0.8,1,1.75,1.95,31.2,-6.55875825897877
0.8,1,1.75,1.95,31.21,-6.57761477668755
0.8,1,1.75,1.95,31.22,-6.59630570804049
0.8,1,1.75,1.95,31.23,-6.6148339631119
0.8,1,1.75,1.95,31.24,-6.63320283996905
0.8,1,1.75,1.95,31.25,-6.65141603084835
0.8,1,1.75,1.95,31.26,-6.66947762814773
0.8,1,1.75,1.95,31.27,-6.68739213025729
0.8,1,1.75,1.95,31.28,-6.70516444725414
0.8,1,1.75,1.95,31.29,-6.72279990649081
0.8,1,1.75,1.95,31.3,-6.74030425811069
0.8,1,1.75,1.95,31.31,-6.75768368052809
0.8,1,1.75,1.95,31.32,-6.77494478591455
0.8,1,1.75,1.95,31.33,-6.79209462573789
0.8,1,1.75,1.95,31.34,-6.80914069640515
0.8,1,1.75,1.95,31.35,-6.82609094506526
0.8,1,1.75,1.95,31.36,-6.84295377563349
0.8,1,1.75,1.95,31.37,-6.85973805510438
0.8,1,1.75,1.95,31.38,-6.87645312022693
0.8,1,1.75,1.95,31.39,-6.89310878462173
0.8,1,1.75,1.95,31.4,-6.90971534642725
0.8,1,1.75,1.95,31.41,-6.92628359656983
0.8,1,1.75,1.95,31.42,-6.94282482776067
0.8,1,1.75,1.95,31.43,-6.95935084433191
0.8,1,1.75,1.95,31.44,-6.97587397303423
0.8,1,1.75,1.95,31.45,-6.99240707492927
0.8,1,1.75,1.95,31.46,-7.00896355852239
0.8,1,1.75,1.95,31.47,-7.02555739429527
0.8,1,1.75,1.95,31.48,-7.04220313081221
0.8,1,1.75,1.95,31.49,-7.05891591259176
0.8,1,1.75,1.95,31.5,-7.07571149995346
0.8,1,1.75,1.95,31.51,-7.0926062910712
0.8,1,1.75,1.95,31.52,-7.10961734648823
0.8,1,1.75,1.95,31.53,-7.12676241637613
0.8,1,1.75,1.95,31.54,-7.14405997085011
0.8,1,1.75,1.95,31.55,-7.16152923368768
0.8,1,1.75,1.95,31.56,-7.1791902198368
0.8,1,1.75,1.95,31.57,-7.1970637771438
0.8,1,1.75,1.95,31.58,-7.21517163278213
0.8,1,1.75,1.95,31.59,-7.23353644492026
0.8,1,1.75,1.95,31.6,-7.25218186023303
0.8,1,1.75,1.95,31.61,-7.27113257793538
0.8,1,1.75,1.95,31.62,-7.29041442110403
0.8,1,1.75,1.95,31.63,-7.3100544161502
0.8,1,1.75,1.95,31.64,-7.3300808814207
0.8,1,1.75,1.95,31.65,-7.35052352603355
0.8,1,1.75,1.95,31.66,-7.37141356020482
0.8,1,1.75,1.95,31.67,-7.3927838184955
0.8,1,1.75,1.95,31.68,-7.41466889760647
0.8,1,1.75,1.95,31.69,-7.43710531057988
0.8,1,1.75,1.95,31.7,-7.46013165953214
0.8,1,1.75,1.95,31.71,-7.48378882935255
0.8,1,1.75,1.95,31.72,-7.50812020516103
0.8,1,1.75,1.95,31.73,-7.53317191673589
0.8,1,1.75,1.95,31.74,-7.55899311360861
0.8,1,1.75,1.95,31.75,-7.58563627509014
0.8,1,1.75,1.95,31.76,-7.61315756015559
0.8,1,1.75,1.95,31.77,-7.64161720288809
0.8,1,1.75,1.95,31.78,-7.67107996009112
0.8,1,1.75,1.95,31.79,-7.70161561874022
0.8,1,1.75,1.95,31.8,-7.7332995721947
0.8,1,1.75,1.95,31.81,-7.76621347555554
0.8,1,1.75,1.95,31.82,-7.80044599228092
0.8,1,1.75,1.95,31.83,-7.83609364619947
0.8,1,1.75,1.95,31.84,-7.87326179545128
0.8,1,1.75,1.95,31.85,-7.91206574769947
0.8,1,1.75,1.95,31.86,-7.95263203926736
0.8,1,1.75,1.95,31.87,-7.99509990475322
0.8,1,1.75,1.95,31.88,-8.0396229682533
0.8,1,1.75,1.95,31.89,-8.08637119269488
0.8,1,1.75,1.95,31.9,-8.13553313006157
0.8,1,1.75,1.95,31.91,-8.18731852260778
0.8,1,1.75,1.95,31.92,-8.24196131362983
0.8,1,1.75,1.95,31.93,-8.29972313608875
0.8,1,1.75,1.95,31.94,-8.36089735842952
0.8,1,1.75,1.95,31.95,-8.42581377928939
0.8,1,1.75,1.95,31.96,-8.49484407626827
0.8,1,1.75,1.95,31.97,-8.56840812813462
0.8,1,1.75,1.95,31.98,-8.64698134394145
0.8,1,1.75,1.95,31.99,-8.7311031450711
0.8,1,1.75,1.95,32,-8.82138675474221
0.8,1,1.75,1.95,32.01,-8.91853044995715
0.8,1,1.75,1.95,32.02,-9.02333041679423
0.8,1,1.75,1.95,32.03,-9.13669531123437
0.8,1,1.75,1.95,32.04,-9.25966254868539
0.8,1,1.75,1.95,32.05,-9.39341620203338
0.8,1,1.75,1.95,32.06,-9.5393061440165
0.8,1,1.75,1.95,32.07,-9.69886767032342
0.8,1,1.75,1.95,32.08,-9.87384020374963
0.8,1,1.75,1.95,32.09,-10.0661826874129
0.8,1,1.75,1.95,32.1,-10.2780817530369
0.8,1,1.75,1.95,32.11,-10.5119464521232
0.8,1,1.75,1.95,32.12,-10.7703799232231
0.8,1,1.75,1.95,32.13,-11.0561133910856
0.8,1,1.75,1.95,32.14,-11.3718808226033
0.8,1,1.75,1.95,32.15,-11.7202029098277
0.8,1,1.75,1.95,32.16,-12.1030367516566
0.8,1,1.75,1.95,32.17,-12.5212340527002
0.8,1,1.75,1.95,32.18,-12.9737410662246
0.8,1,1.75,1.95,32.19,-13.4564818095816
0.8,1,1.75,1.95,32.2,-13.9609231070476
0.8,1,1.75,1.95,32.21,-14.4724812863031
0.8,1,1.75,1.95,32.22,-14.9692635258787
0.8,1,1.75,1.95,32.23,-15.4221364521787
0.8,1,1.75,1.95,32.24,-15.7974905144693
0.8,1,1.75,1.95,32.25,-16.0635656507985
0.8,1,1.75,1.95,32.26,-16.1991110032937
0.8,1,1.75,1.95,32.27,-16.2003993334294
0.8,1,1.75,1.95,32.28,-16.082275018862
0.8,1,1.75,1.95,32.29,-15.872570231661
0.8,1,1.75,1.95,32.3,-15.6035540968622
0.8,1,1.75,1.95,32.31,-15.3048362590622
0.8,1,1.75,1.95,32.32,-14.9997103226877
0.8,1,1.75,1.95,32.33,-14.7044724522887
0.8,1,1.75,1.95,32.34,-14.4293719208885
0.8,1,1.75,1.95,32.35,-14.1800868093983
0.8,1,1.75,1.95,32.36,-13.9591286521359
0.8,1,1.75,1.95,32.37,-13.7669592309387
0.8,1,1.75,1.95,32.38,-13.602797870374
0.8,1,1.75,1.95,32.39,-13.4651711522157
0.8,1,1.75,1.95,32.4,-13.3522711629393
0.8,1,1.75,1.95,32.41,-13.2621800151216
0.8,1,1.75,1.95,32.42,-13.1930045760442
0.8,1,1.75,1.95,32.43,-13.1429526019202
0.8,1,1.75,1.95,32.44,-13.1103715673522
0.8,1,1.75,1.95,32.45,-13.0937643501358
0.8,1,1.75,1.95,32.46,-13.0917910152685
0.8,1,1.75,1.95,32.47,-13.1032626370982
0.8,1,1.75,1.95,32.48,-13.127130913445
0.8,1,1.75,1.95,32.49,-13.1624758982385
0.8,1,1.75,1.95,32.5,-13.2084932564893
0.8,1,1.75,1.95,32.51,-13.264481854994
0.8,1,1.75,1.95,32.52,-13.3298321289381
0.8,1,1.75,1.95,32.53,-13.4040154322657
0.8,1,1.75,1.95,32.54,-13.4865744382626
0.8,1,1.75,1.95,32.55,-13.5771145734511
0.8,1,1.75,1.95,32.56,-13.6752964212869
0.8,1,1.75,1.95,32.57,-13.7808290083984
0.8,1,1.75,1.95,32.58,-13.893463876276
0.8,1,1.75,1.95,32.59,-14.0129898396314
0.8,1,1.75,1.95,32.6,-14.1392283354191
0.8,1,1.75,1.95,32.61,-14.27202927144
0.8,1,1.75,1.95,32.62,-14.4112672890289
0.8,1,1.75,1.95,32.63,-14.5568383596951
0.8,1,1.75,1.95,32.64,-14.7086566401531
0.8,1,1.75,1.95,32.65,-14.8666515136159
0.8,1,1.75,1.95,32.66,-15.0307647473146
0.8,1,1.75,1.95,32.67,-15.2009476968098
0.8,1,1.75,1.95,32.68,-15.3771584866713
0.8,1,1.75,1.95,32.69,-15.5593590944464
0.8,1,1.75,1.95,32.7,-15.747512260443
0.8,1,1.75,1.95,32.71,-15.9415781396682
0.8,1,1.75,1.95,32.72,-16.1415106042725
0.8,1,1.75,1.95,32.73,-16.3472530950947
0.8,1,1.75,1.95,32.74,-16.5587339095132
0.8,1,1.75,1.95,32.75,-16.775860800122
0.8,1,1.75,1.95,32.76,-16.998514745333
0.8,1,1.75,1.95,32.77,-17.2265427398734
0.8,1,1.75,1.95,32.78,-17.459749441886
0.8,1,1.75,1.95,32.79,-17.6978875064584
0.8,1,1.75,1.95,32.8,-17.9406464365364
0.8,1,1.75,1.95,32.81,-18.1876397966691
0.8,1,1.75,1.95,32.82,-18.4383906702559
0.8,1,1.75,1.95,32.83,-18.692315306895
0.8,1,1.75,1.95,32.84,-18.9487050159702
0.8,1,1.75,1.95,32.85,-19.2067065315313
0.8,1,1.75,1.95,32.86,-19.4653013197211
0.8,1,1.75,1.95,32.87,-19.7232846412786
0.8,1,1.75,1.95,32.88,-19.9792456313692
0.8,1,1.75,1.95,32.89,-20.2315502184145
0.8,1,1.75,1.95,32.9,-20.4783293506716
0.8,1,1.75,1.95,32.91,-20.7174756733718
0.8,1,1.75,1.95,32.92,-20.946652384932
0.8,1,1.75,1.95,32.93,-21.1633183162349
0.8,1,1.75,1.95,32.94,-21.3647730776399
0.8,1,1.75,1.95,32.95,-21.5482251302676
0.8,1,1.75,1.95,32.96,-21.7108836340879
0.8,1,1.75,1.95,32.97,-21.8500718447131
0.8,1,1.75,1.95,32.98,-21.9633559160023
0.8,1,1.75,1.95,32.99,-22.0486788540335
0.8,1,1.75,1.95,33,-22.1044860543678
0.8,1,1.75,1.95,33.01,-22.1298274608611
0.8,1,1.75,1.95,33.02,-22.1244227615056
0.8,1,1.75,1.95,33.03,-22.0886803449236
0.8,1,1.75,1.95,33.04,-22.023667231637
0.8,1,1.75,1.95,33.05,-21.9310343654936
0.8,1,1.75,1.95,33.06,-21.8129077552299
0.8,1,1.75,1.95,33.07,-21.6717596296014
0.8,1,1.75,1.95,33.08,-21.5102744712441
0.8,1,1.75,1.95,33.09,-21.3312228717864
0.8,1,1.75,1.95,33.1,-21.1373525559037
0.8,1,1.75,1.95,33.11,-20.9313017784426
0.8,1,1.75,1.95,33.12,-20.7155365326378
0.8,1,1.75,1.95,33.13,-20.4923101635709
0.8,1,1.75,1.95,33.14,-20.2636422218033
0.8,1,1.75,1.95,33.15,-20.0313126068257
0.8,1,1.75,1.95,33.16,-19.796866991683
0.8,1,1.75,1.95,33.17,-19.561629916548
0.8,1,1.75,1.95,33.18,-19.3267225581975
0.8,1,1.75,1.95,33.19,-19.0930828580191
0.8,1,1.75,1.95,33.2,-18.861486321744
0.8,1,1.75,1.95,33.21,-18.6325663391877
0.8,1,1.75,1.95,33.22,-18.4068332962877
0.8,1,1.75,1.95,33.23,-18.1846920695778
0.8,1,1.75,1.95,33.24,-17.9664577197987
0.8,1,1.75,1.95,33.25,-17.7523693547503
0.8,1,1.75,1.95,33.26,-17.5426022292512
0.8,1,1.75,1.95,33.27,-17.3372782073655
0.8,1,1.75,1.95,33.28,-17.1364747410579
0.8,1,1.75,1.95,33.29,-16.9402325294926
0.8,1,1.75,1.95,33.3,-16.7485620211723
0.8,1,1.75,1.95,33.31,-16.5614489118646
0.8,1,1.75,1.95,33.32,-16.3788587781739
0.8,1,1.75,1.95,33.33,-16.2007409718672
0.8,1,1.75,1.95,33.34,-16.0270318851141
0.8,1,1.75,1.95,33.35,-15.8576576824613
0.8,1,1.75,1.95,33.36,-15.6925365821428
0.8,1,1.75,1.95,33.37,-15.5315807574226
0.8,1,1.75,1.95,33.38,-15.3746979181471
0.8,1,1.75,1.95,33.39,-15.2217926235173
0.8,1,1.75,1.95,33.4,-15.0727673691712
0.8,1,1.75,1.95,33.41,-14.9275234848903
0.8,1,1.75,1.95,33.42,-14.7859618734801
0.8,1,1.75,1.95,33.43,-14.6479836164783
0.8,1,1.75,1.95,33.44,-14.5134904682299
0.8,1,1.75,1.95,33.45,-14.382385256391
0.8,1,1.75,1.95,33.46,-14.2545722040113
0.8,1,1.75,1.95,33.47,-14.1299571859043
0.8,1,1.75,1.95,33.48,-14.0084479299647
0.8,1,1.75,1.95,33.49,-13.8899541723846
0.8,1,1.75,1.95,33.5,-13.7743877742875
0.8,1,1.75,1.95,33.51,-13.6616628061026
0.8,1,1.75,1.95,33.52,-13.5516956049985
0.8,1,1.75,1.95,33.53,-13.4444048098632
0.8,1,1.75,1.95,33.54,-13.339711377608
0.8,1,1.75,1.95,33.55,-13.2375385839891
0.8,1,1.75,1.95,33.56,-13.1378120116484
0.8,1,1.75,1.95,33.57,-13.0404595276525
0.8,1,1.75,1.95,33.58,-12.9454112524676
0.8,1,1.75,1.95,33.59,-12.8525995220072
0.8,1,1.75,1.95,33.6,-12.7619588441421
0.8,1,1.75,1.95,33.61,-12.6734258508521
0.8,1,1.75,1.95,33.62,-12.5869392470157
0.8,1,1.75,1.95,33.63,-12.5024397566881
0.8,1,1.75,1.95,33.64,-12.4198700675797
0.8,1,1.75,1.95,33.65,-12.3391747743447
0.8,1,1.75,1.95,33.66,-12.2603003211885
0.8,1,1.75,1.95,33.67,-12.1831949442233
0.8,1,1.75,1.95,33.68,-12.1078086139332
0.8,1,1.75,1.95,33.69,-12.0340929780478
0.8,1,1.75,1.95,33.7,-11.9620013050725
0.8,1,1.75,1.95,33.71,-11.8914884286811
0.8,1,1.75,1.95,33.72,-11.8225106931352
0.8,1,1.75,1.95,33.73,-11.7550258998649
0.8,1,1.75,1.95,33.74,-11.6889932553164
0.8,1,1.75,1.95,33.75,-11.6243733201455
0.8,1,1.75,1.95,33.76,-11.5611279598205
0.8,1,1.75,1.95,33.77,-11.4992202966741
0.8,1,1.75,1.95,33.78,-11.4386146634336
0.8,1,1.75,1.95,33.79,-11.3792765582435
0.8,1,1.75,1.95,33.8,-11.3211726011842
0.8,1,1.75,1.95,33.81,-11.2642704922814
0.8,1,1.75,1.95,33.82,-11.2085389709928
0.8,1,1.75,1.95,33.83,-11.1539477771531
0.8,1,1.75,1.95,33.84,-11.1004676133522
0.8,1,1.75,1.95,33.85,-11.0480701087178
0.8,1,1.75,1.95,33.86,-10.9967277840694
0.8,1,1.75,1.95,33.87,-10.9464140184093
0.8,1,1.75,1.95,33.88,-10.8971030167134
0.8,1,1.75,1.95,33.89,-10.8487697789825
0.8,1,1.75,1.95,33.9,-10.8013900705148
0.8,1,1.75,1.95,33.91,-10.7549403933601
0.8,1,1.75,1.95,33.92,-10.7093979589138
0.8,1,1.75,1.95,33.93,-10.6647406616111
0.8,1,1.75,1.95,33.94,-10.6209470536809
0.8,1,1.75,1.95,33.95,-10.5779963209195
0.8,1,1.75,1.95,33.96,-10.5358682594449
0.8,1,1.75,1.95,33.97,-10.494543253394
0.8,1,1.75,1.95,33.98,-10.4540022535232
0.8,1,1.75,1.95,33.99,-10.4142267566792
0.8,1,1.75,1.95,34,-10.3751987861003
0.8,1,1.75,1.95,34.01,-10.3369008725176
0.8,1,1.75,1.95,34.02,-10.2993160360198
0.8,1,1.75,1.95,34.03,-10.2624277686516
0.8,1,1.75,1.95,34.04,-10.2262200177129
0.8,1,1.75,1.95,34.05,-10.1906771697301
0.8,1,1.75,1.95,34.06,-10.1557840350701
0.8,1,1.75,1.95,34.07,-10.1215258331695
0.8,1,1.75,1.95,34.08,-10.0878881783524
0.8,1,1.75,1.95,34.09,-10.0548570662118
0.8,1,1.75,1.95,34.1,-10.0224188605297
0.8,1,1.75,1.95,34.11,-9.99056028071235
0.8,1,1.75,1.95,34.12,-9.95926838971945
0.8,1,1.75,1.95,34.13,-9.92853058246484
0.8,1,1.75,1.95,34.14,-9.89833457466872
0.8,1,1.75,1.95,34.15,-9.86866839214197
0.8,1,1.75,1.95,34.16,-9.83952036048381
0.8,1,1.75,1.95,34.17,-9.81087909517523
0.8,1,1.75,1.95,34.18,-9.78273349205115
0.8,1,1.75,1.95,34.19,-9.75507271813497
0.8,1,1.75,1.95,34.2,-9.72788620282051
0.8,1,1.75,1.95,34.21,-9.70116362938639
0.8,1,1.75,1.95,34.22,-9.6748949268285
0.8,1,1.75,1.95,34.23,-9.64907026199805
0.8,1,1.75,1.95,34.24,-9.62368003203177
0.8,1,1.75,1.95,34.25,-9.59871485706224
0.8,1,1.75,1.95,34.26,-9.57416557319701
0.8,1,1.75,1.95,34.27,-9.55002322575529
0.8,1,1.75,1.95,34.28,-9.52627906275182
0.8,1,1.75,1.95,34.29,-9.50292452861786
0.8,1,1.75,1.95,34.3,-9.47995125814968
0.8,1,1.75,1.95,34.31,-9.45735107067583
0.8,1,1.75,1.95,34.32,-9.43511596443367
0.8,1,1.75,1.95,34.33,-9.4132381111482
0.8,1,1.75,1.95,34.34,-9.39170985080391
