"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.8,0.95,1.75,2,36.34,-7.34986914650638
0.8,0.95,1.75,2,36.35,-7.34460410231367
0.8,0.95,1.75,2,36.36,-7.33944288079693
0.8,0.95,1.75,2,36.37,-7.33438690905407
0.8,0.95,1.75,2,36.38,-7.32943760037634
0.8,0.95,1.75,2,36.39,-7.32459635403872
0.8,0.95,1.75,2,36.4,-7.31986455511567
0.8,0.95,1.75,2,36.41,-7.3152435743219
0.8,0.95,1.75,2,36.42,-7.31073476787806
0.8,0.95,1.75,2,36.43,-7.30633947740079
0.8,0.95,1.75,2,36.44,-7.30205902981706
0.8,0.95,1.75,2,36.45,-7.29789473730226
0.8,0.95,1.75,2,36.46,-7.29384789724174
0.8,0.95,1.75,2,36.47,-7.28991979221545
0.8,0.95,1.75,2,36.48,-7.28611169000503
0.8,0.95,1.75,2,36.49,-7.28242484362324
0.8,0.95,1.75,2,36.5,-7.27886049136496
0.8,0.95,1.75,2,36.51,-7.27541985687959
0.8,0.95,1.75,2,36.52,-7.27210414926388
0.8,0.95,1.75,2,36.53,-7.26891456317534
0.8,0.95,1.75,2,36.54,-7.26585227896504
0.8,0.95,1.75,2,36.55,-7.26291846282974
0.8,0.95,1.75,2,36.56,-7.26011426698264
0.8,0.95,1.75,2,36.57,-7.25744082984208
0.8,0.95,1.75,2,36.58,-7.25489927623778
0.8,0.95,1.75,2,36.59,-7.25249071763418
0.8,0.95,1.75,2,36.6,-7.25021625236983
0.8,0.95,1.75,2,36.61,-7.24807696591286
0.8,0.95,1.75,2,36.62,-7.24607393113143
0.8,0.95,1.75,2,36.63,-7.24420820857893
0.8,0.95,1.75,2,36.64,-7.24248084679319
0.8,0.95,1.75,2,36.65,-7.24089288260911
0.8,0.95,1.75,2,36.66,-7.23944534148415
0.8,0.95,1.75,2,36.67,-7.23813923783618
0.8,0.95,1.75,2,36.68,-7.23697557539302
0.8,0.95,1.75,2,36.69,-7.23595534755307
0.8,0.95,1.75,2,36.7,-7.2350795377566
0.8,0.95,1.75,2,36.71,-7.23434911986695
0.8,0.95,1.75,2,36.72,-7.23376505856138
0.8,0.95,1.75,2,36.73,-7.23332830973057
0.8,0.95,1.75,2,36.74,-7.23303982088678
0.8,0.95,1.75,2,36.75,-7.23290053157957
0.8,0.95,1.75,2,36.76,-7.23291137381914
0.8,0.95,1.75,2,36.77,-7.23307327250616
0.8,0.95,1.75,2,36.78,-7.23338714586823
0.8,0.95,1.75,2,36.79,-7.23385390590183
0.8,0.95,1.75,2,36.8,-7.23447445881992
0.8,0.95,1.75,2,36.81,-7.23524970550414
0.8,0.95,1.75,2,36.82,-7.23618054196158
0.8,0.95,1.75,2,36.83,-7.23726785978542
0.8,0.95,1.75,2,36.84,-7.23851254661915
0.8,0.95,1.75,2,36.85,-7.23991548662385
0.8,0.95,1.75,2,36.86,-7.2414775609482
0.8,0.95,1.75,2,36.87,-7.24319964820076
0.8,0.95,1.75,2,36.88,-7.24508262492414
0.8,0.95,1.75,2,36.89,-7.24712736607077
0.8,0.95,1.75,2,36.9,-7.24933474547981
0.8,0.95,1.75,2,36.91,-7.2517056363549
0.8,0.95,1.75,2,36.92,-7.25424091174247
0.8,0.95,1.75,2,36.93,-7.2569414450101
0.8,0.95,1.75,2,36.94,-7.25980811032494
0.8,0.95,1.75,2,36.95,-7.26284178313153
0.8,0.95,1.75,2,36.96,-7.26604334062917
0.8,0.95,1.75,2,36.97,-7.26941366224798
0.8,0.95,1.75,2,36.98,-7.27295363012411
0.8,0.95,1.75,2,36.99,-7.2766641295732
0.8,0.95,1.75,2,37,-7.28054604956232
0.8,0.95,1.75,2,37.01,-7.28460028317995
0.8,0.95,1.75,2,37.02,-7.28882772810378
0.8,0.95,1.75,2,37.03,-7.29322928706624
0.8,0.95,1.75,2,37.04,-7.29780586831761
0.8,0.95,1.75,2,37.05,-7.30255838608626
0.8,0.95,1.75,2,37.06,-7.30748776103623
0.8,0.95,1.75,2,37.07,-7.31259492072177
0.8,0.95,1.75,2,37.08,-7.31788080003867
0.8,0.95,1.75,2,37.09,-7.32334634167244
0.8,0.95,1.75,2,37.1,-7.32899249654302
0.8,0.95,1.75,2,37.11,-7.33482022424596
0.8,0.95,1.75,2,37.12,-7.34083049349014
0.8,0.95,1.75,2,37.13,-7.34702428253166
0.8,0.95,1.75,2,37.14,-7.35340257960396
0.8,0.95,1.75,2,37.15,-7.3599663833441
0.8,0.95,1.75,2,37.16,-7.3667167032151
0.8,0.95,1.75,2,37.17,-7.37365455992427
0.8,0.95,1.75,2,37.18,-7.38078098583748
0.8,0.95,1.75,2,37.19,-7.38809702538935
0.8,0.95,1.75,2,37.2,-7.39560373548926
0.8,0.95,1.75,2,37.21,-7.40330218592316
0.8,0.95,1.75,2,37.22,-7.41119345975128
0.8,0.95,1.75,2,37.23,-7.41927865370139
0.8,0.95,1.75,2,37.24,-7.42755887855803
0.8,0.95,1.75,2,37.25,-7.43603525954733
0.8,0.95,1.75,2,37.26,-7.44470893671756
0.8,0.95,1.75,2,37.27,-7.45358106531549
0.8,0.95,1.75,2,37.28,-7.46265281615827
0.8,0.95,1.75,2,37.29,-7.47192537600125
0.8,0.95,1.75,2,37.3,-7.48139994790138
0.8,0.95,1.75,2,37.31,-7.49107775157635
0.8,0.95,1.75,2,37.32,-7.50096002375953
0.8,0.95,1.75,2,37.33,-7.51104801855065
0.8,0.95,1.75,2,37.34,-7.52134300776218
0.8,0.95,1.75,2,37.35,-7.53184628126166
0.8,0.95,1.75,2,37.36,-7.54255914730965
0.8,0.95,1.75,2,37.37,-7.5534829328937
0.8,0.95,1.75,2,37.38,-7.56461898405809
0.8,0.95,1.75,2,37.39,-7.57596866622937
0.8,0.95,1.75,2,37.4,-7.58753336453803
0.8,0.95,1.75,2,37.41,-7.59931448413591
0.8,0.95,1.75,2,37.42,-7.6113134505096
0.8,0.95,1.75,2,37.43,-7.62353170978989
0.8,0.95,1.75,2,37.44,-7.63597072905721
0.8,0.95,1.75,2,37.45,-7.64863199664298
0.8,0.95,1.75,2,37.46,-7.66151702242716
0.8,0.95,1.75,2,37.47,-7.6746273381318
0.8,0.95,1.75,2,37.48,-7.68796449761057
0.8,0.95,1.75,2,37.49,-7.70153007713464
0.8,0.95,1.75,2,37.5,-7.71532567567432
0.8,0.95,1.75,2,37.51,-7.72935291517715
0.8,0.95,1.75,2,37.52,-7.74361344084183
0.8,0.95,1.75,2,37.53,-7.7581089213885
0.8,0.95,1.75,2,37.54,-7.77284104932493
0.8,0.95,1.75,2,37.55,-7.787811541209
0.8,0.95,1.75,2,37.56,-7.80302213790712
0.8,0.95,1.75,2,37.57,-7.8184746048488
0.8,0.95,1.75,2,37.58,-7.83417073227732
0.8,0.95,1.75,2,37.59,-7.8501123354963
0.8,0.95,1.75,2,37.6,-7.86630125511237
0.8,0.95,1.75,2,37.61,-7.88273935727363
0.8,0.95,1.75,2,37.62,-7.89942853390424
0.8,0.95,1.75,2,37.63,-7.91637070293457
0.8,0.95,1.75,2,37.64,-7.93356780852724
0.8,0.95,1.75,2,37.65,-7.95102182129882
0.8,0.95,1.75,2,37.66,-7.96873473853719
0.8,0.95,1.75,2,37.67,-7.9867085844142
0.8,0.95,1.75,2,37.68,-8.00494541019388
0.8,0.95,1.75,2,37.69,-8.02344729443583
0.8,0.95,1.75,2,37.7,-8.04221634319377
0.8,0.95,1.75,2,37.71,-8.06125469020895
0.8,0.95,1.75,2,37.72,-8.08056449709854
0.8,0.95,1.75,2,37.73,-8.10014795353846
0.8,0.95,1.75,2,37.74,-8.12000727744073
0.8,0.95,1.75,2,37.75,-8.14014471512513
0.8,0.95,1.75,2,37.76,-8.16056254148456
0.8,0.95,1.75,2,37.77,-8.1812630601445
0.8,0.95,1.75,2,37.78,-8.20224860361557
0.8,0.95,1.75,2,37.79,-8.22352153343958
0.8,0.95,1.75,2,37.8,-8.24508424032819
0.8,0.95,1.75,2,37.81,-8.26693914429423
0.8,0.95,1.75,2,37.82,-8.28908869477508
0.8,0.95,1.75,2,37.83,-8.31153537074781
0.8,0.95,1.75,2,37.84,-8.33428168083573
0.8,0.95,1.75,2,37.85,-8.35733016340573
0.8,0.95,1.75,2,37.86,-8.38068338665599
0.8,0.95,1.75,2,37.87,-8.40434394869363
0.8,0.95,1.75,2,37.88,-8.42831447760164
0.8,0.95,1.75,2,37.89,-8.4525976314945
0.8,0.95,1.75,2,37.9,-8.47719609856183
0.8,0.95,1.75,2,37.91,-8.50211259709955
0.8,0.95,1.75,2,37.92,-8.52734987552757
0.8,0.95,1.75,2,37.93,-8.55291071239343
0.8,0.95,1.75,2,37.94,-8.57879791636101
0.8,0.95,1.75,2,37.95,-8.60501432618325
0.8,0.95,1.75,2,37.96,-8.63156281065837
0.8,0.95,1.75,2,37.97,-8.65844626856795
0.8,0.95,1.75,2,37.98,-8.68566762859645
0.8,0.95,1.75,2,37.99,-8.71322984923058
0.8,0.95,1.75,2,38,-8.74113591863737
0.8,0.95,1.75,2,38.01,-8.76938885451996
0.8,0.95,1.75,2,38.02,-8.79799170394923
0.8,0.95,1.75,2,38.03,-8.82694754317017
0.8,0.95,1.75,2,38.04,-8.85625947738134
0.8,0.95,1.75,2,38.05,-8.8859306404857
0.8,0.95,1.75,2,38.06,-8.91596419481097
0.8,0.95,1.75,2,38.07,-8.94636333079803
0.8,0.95,1.75,2,38.08,-8.97713126665463
0.8,0.95,1.75,2,38.09,-9.00827124797313
0.8,0.95,1.75,2,38.1,-9.03978654730932
0.8,0.95,1.75,2,38.11,-9.07168046372035
0.8,0.95,1.75,2,38.12,-9.10395632225898
0.8,0.95,1.75,2,38.13,-9.1366174734215
0.8,0.95,1.75,2,38.14,-9.16966729254647
0.8,0.95,1.75,2,38.15,-9.2031091791612
0.8,0.95,1.75,2,38.16,-9.23694655627263
0.8,0.95,1.75,2,38.17,-9.27118286959926
0.8,0.95,1.75,2,38.18,-9.30582158674042
0.8,0.95,1.75,2,38.19,-9.34086619627892
0.8,0.95,1.75,2,38.2,-9.37632020681295
0.8,0.95,1.75,2,38.21,-9.41218714591292
0.8,0.95,1.75,2,38.22,-9.44847055899841
0.8,0.95,1.75,2,38.23,-9.48517400813038
0.8,0.95,1.75,2,38.24,-9.52230107071324
0.8,0.95,1.75,2,38.25,-9.5598553381014
0.8,0.95,1.75,2,38.26,-9.5978404141041
0.8,0.95,1.75,2,38.27,-9.63625991338231
0.8,0.95,1.75,2,38.28,-9.6751174597311
0.8,0.95,1.75,2,38.29,-9.71441668424017
0.8,0.95,1.75,2,38.3,-9.75416122332519
0.8,0.95,1.75,2,38.31,-9.79435471662184
0.8,0.95,1.75,2,38.32,-9.83500080473401
0.8,0.95,1.75,2,38.33,-9.87610312682718
0.8,0.95,1.75,2,38.34,-9.91766531805761
0.8,0.95,1.75,2,38.35,-9.95969100682681
0.8,0.95,1.75,2,38.36,-10.0021838118509
0.8,0.95,1.75,2,38.37,-10.0451473390331
0.8,0.95,1.75,2,38.38,-10.0885851781278
0.8,0.95,1.75,2,38.39,-10.1325008991826
0.8,0.95,1.75,2,38.4,-10.1768980487454
0.8,0.95,1.75,2,38.41,-10.2217801458221
0.8,0.95,1.75,2,38.42,-10.2671506775688
0.8,0.95,1.75,2,38.43,-10.3130130947038
0.8,0.95,1.75,2,38.44,-10.3593708066206
0.8,0.95,1.75,2,38.45,-10.4062271761854
0.8,0.95,1.75,2,38.46,-10.4535855141988
0.8,0.95,1.75,2,38.47,-10.5014490735012
0.8,0.95,1.75,2,38.48,-10.5498210427018
0.8,0.95,1.75,2,38.49,-10.5987045395071
0.8,0.95,1.75,2,38.5,-10.6481026036254
0.8,0.95,1.75,2,38.51,-10.6980181892221
0.8,0.95,1.75,2,38.52,-10.748454156898
0.8,0.95,1.75,2,38.53,-10.7994132651642
0.8,0.95,1.75,2,38.54,-10.8508981613817
0.8,0.95,1.75,2,38.55,-10.9029113721351
0.8,0.95,1.75,2,38.56,-10.9554552930069
0.8,0.95,1.75,2,38.57,-11.0085321777183
0.8,0.95,1.75,2,38.58,-11.062144126598
0.8,0.95,1.75,2,38.59,-11.1162930743413
0.8,0.95,1.75,2,38.6,-11.1709807770186
0.8,0.95,1.75,2,38.61,-11.2262087982904
0.8,0.95,1.75,2,38.62,-11.2819784947834
0.8,0.95,1.75,2,38.63,-11.3382910005814
0.8,0.95,1.75,2,38.64,-11.3951472107814
0.8,0.95,1.75,2,38.65,-11.452547764062
0.8,0.95,1.75,2,38.66,-11.5104930242131
0.8,0.95,1.75,2,38.67,-11.5689830605675
0.8,0.95,1.75,2,38.68,-11.6280176272784
0.8,0.95,1.75,2,38.69,-11.6875961413802
0.8,0.95,1.75,2,38.7,-11.7477176595713
0.8,0.95,1.75,2,38.71,-11.8083808536517
0.8,0.95,1.75,2,38.72,-11.86958398455
0.8,0.95,1.75,2,38.73,-11.9313248748691
0.8,0.95,1.75,2,38.74,-11.9936008798798
0.8,0.95,1.75,2,38.75,-12.0564088568901
0.8,0.95,1.75,2,38.76,-12.1197451329154
0.8,0.95,1.75,2,38.77,-12.1836054705747
0.8,0.95,1.75,2,38.78,-12.2479850321371
0.8,0.95,1.75,2,38.79,-12.3128783416424
0.8,0.95,1.75,2,38.8,-12.3782792450204
0.8,0.95,1.75,2,38.81,-12.4441808681346
0.8,0.95,1.75,2,38.82,-12.510575572676
0.8,0.95,1.75,2,38.83,-12.5774549098387
0.8,0.95,1.75,2,38.84,-12.6448095717093
0.8,0.95,1.75,2,38.85,-12.7126293403087
0.8,0.95,1.75,2,38.86,-12.7809030342305
0.8,0.95,1.75,2,38.87,-12.8496184528278
0.8,0.95,1.75,2,38.88,-12.9187623179095
0.8,0.95,1.75,2,38.89,-12.9883202129186
0.8,0.95,1.75,2,38.9,-13.0582765195782
0.8,0.95,1.75,2,38.91,-13.1286143520061
0.8,0.95,1.75,2,38.92,-13.1993154883186
0.8,0.95,1.75,2,38.93,-13.2703602997637
0.8,0.95,1.75,2,38.94,-13.3417276774513
0.8,0.95,1.75,2,38.95,-13.4133949567718
0.8,0.95,1.75,2,38.96,-13.4853378396313
0.8,0.95,1.75,2,38.97,-13.5575303146649
0.8,0.95,1.75,2,38.98,-13.6299445756305
0.8,0.95,1.75,2,38.99,-13.7025509382329
0.8,0.95,1.75,2,39,-13.775317755677
0.8,0.95,1.75,2,39.01,-13.848211333306
0.8,0.95,1.75,2,39.02,-13.9211958427416
0.8,0.95,1.75,2,39.03,-13.994233236012
0.8,0.95,1.75,2,39.04,-14.0672831602261
0.8,0.95,1.75,2,39.05,-14.140302873432
0.8,0.95,1.75,2,39.06,-14.2132471623831
0.8,0.95,1.75,2,39.07,-14.2860682630263
0.8,0.95,1.75,2,39.08,-14.3587157846217
0.8,0.95,1.75,2,39.09,-14.4311366385048
0.8,0.95,1.75,2,39.1,-14.5032749726048
0.8,0.95,1.75,2,39.11,-14.5750721129383
0.8,0.95,1.75,2,39.12,-14.646466513407
0.8,0.95,1.75,2,39.13,-14.7173937153312
0.8,0.95,1.75,2,39.14,-14.7877863182549
0.8,0.95,1.75,2,39.15,-14.8575739636563
0.8,0.95,1.75,2,39.16,-14.9266833332829
0.8,0.95,1.75,2,39.17,-14.9950381639097
0.8,0.95,1.75,2,39.18,-15.0625592803756
0.8,0.95,1.75,2,39.19,-15.1291646487947
0.8,0.95,1.75,2,39.2,-15.1947694518523
0.8,0.95,1.75,2,39.21,-15.2592861880783
0.8,0.95,1.75,2,39.22,-15.3226247969446
0.8,0.95,1.75,2,39.23,-15.3846928115365
0.8,0.95,1.75,2,39.24,-15.4453955404161
0.8,0.95,1.75,2,39.25,-15.5046362801098
0.8,0.95,1.75,2,39.26,-15.5623165594107
0.8,0.95,1.75,2,39.27,-15.6183364163945
0.8,0.95,1.75,2,39.28,-15.6725947086877
0.8,0.95,1.75,2,39.29,-15.7249894571176
0.8,0.95,1.75,2,39.3,-15.7754182223964
0.8,0.95,1.75,2,39.31,-15.8237785139679
0.8,0.95,1.75,2,39.32,-15.869968229563
0.8,0.95,1.75,2,39.33,-15.9138861233975
0.8,0.95,1.75,2,39.34,-15.9554323002888
0.8,0.95,1.75,2,39.35,-15.9945087323073
0.8,0.95,1.75,2,39.36,-16.0310197939021
0.8,0.95,1.75,2,39.37,-16.0648728107939
0.8,0.95,1.75,2,39.38,-16.0959786173062
0.8,0.95,1.75,2,39.39,-16.1242521162456
0.8,0.95,1.75,2,39.4,-16.1496128349646
0.8,0.95,1.75,2,39.41,-16.1719854708527
0.8,0.95,1.75,2,39.42,-16.1913004192436
0.8,0.95,1.75,2,39.43,-16.2074942765993
0.8,0.95,1.75,2,39.44,-16.2205103118593
0.8,0.95,1.75,2,39.45,-16.2302988990289
0.8,0.95,1.75,2,39.46,-16.2368179044369
0.8,0.95,1.75,2,39.47,-16.2400330226081
0.8,0.95,1.75,2,39.48,-16.2399180553758
0.8,0.95,1.75,2,39.49,-16.2364551296785
0.8,0.95,1.75,2,39.5,-16.2296348504343
0.8,0.95,1.75,2,39.51,-16.2194563859331
0.8,0.95,1.75,2,39.52,-16.2059274843109
0.8,0.95,1.75,2,39.53,-16.189064420834
0.8,0.95,1.75,2,39.54,-16.1688918768905
0.8,0.95,1.75,2,39.55,-16.1454427527345
0.8,0.95,1.75,2,39.56,-16.1187579171126
0.8,0.95,1.75,2,39.57,-16.0888858979019
0.8,0.95,1.75,2,39.58,-16.0558825187709
0.8,0.95,1.75,2,39.59,-16.0198104876194
0.8,0.95,1.75,2,39.6,-15.9807389431474
0.8,0.95,1.75,2,39.61,-15.9387429663343
0.8,0.95,1.75,2,39.62,-15.8939030638707
0.8,0.95,1.75,2,39.63,-15.8463046306914
0.8,0.95,1.75,2,39.64,-15.7960373986933
0.8,0.95,1.75,2,39.65,-15.7431948785307
0.8,0.95,1.75,2,39.66,-15.6878738010432
0.8,0.95,1.75,2,39.67,-15.6301735644402
0.8,0.95,1.75,2,39.68,-15.5701956928348
0.8,0.95,1.75,2,39.69,-15.508043311129
0.8,0.95,1.75,2,39.7,-15.4438206406121
0.8,0.95,1.75,2,39.71,-15.3776325189693
0.8,0.95,1.75,2,39.72,-15.3095839477285
0.8,0.95,1.75,2,39.73,-15.2397796695113
0.8,0.95,1.75,2,39.74,-15.1683237768211
0.8,0.95,1.75,2,39.75,-15.0953193535036
0.8,0.95,1.75,2,39.76,-15.0208681494599
0.8,0.95,1.75,2,39.77,-14.9450702887
0.8,0.95,1.75,2,39.78,-14.8680240103748
0.8,0.95,1.75,2,39.79,-14.7898254420495
0.8,0.95,1.75,2,39.8,-14.7105684041536
0.8,0.95,1.75,2,39.81,-14.6303442442788
0.8,0.95,1.75,2,39.82,-14.5492416997874
0.8,0.95,1.75,2,39.83,-14.467346787033
0.8,0.95,1.75,2,39.84,-14.3847427153869
0.8,0.95,1.75,2,39.85,-14.3015098241933
0.8,0.95,1.75,2,39.86,-14.2177255407462
0.8,0.95,1.75,2,39.87,-14.1334643573801
0.8,0.95,1.75,2,39.88,-14.0487978257974
0.8,0.95,1.75,2,39.89,-13.9637945668035
0.8,0.95,1.75,2,39.9,-13.8785202936933
0.8,0.95,1.75,2,39.91,-13.7930378476101
0.8,0.95,1.75,2,39.92,-13.707407243297
0.8,0.95,1.75,2,39.93,-13.6216857237573
0.8,0.95,1.75,2,39.94,-13.5359278224484
0.8,0.95,1.75,2,39.95,-13.4501854317369
0.8,0.95,1.75,2,39.96,-13.3645078764524
0.8,0.95,1.75,2,39.97,-13.2789419914819
0.8,0.95,1.75,2,39.98,-13.1935322024463
0.8,0.95,1.75,2,39.99,-13.1083206086037
0.8,0.95,1.75,2,40,-13.0233470672104
0.8,0.975,1.75,2,14,-0.744073103218843
0.8,0.975,1.75,2,14.01,-0.755685914706393
0.8,0.975,1.75,2,14.02,-0.767608123084561
0.8,0.975,1.75,2,14.03,-0.779847082273951
0.8,0.975,1.75,2,14.04,-0.79241027543444
0.8,0.975,1.75,2,14.05,-0.805305311105257
0.8,0.975,1.75,2,14.06,-0.818539918579956
0.8,0.975,1.75,2,14.07,-0.832121942444418
0.8,0.975,1.75,2,14.08,-0.846059336200836
0.8,0.975,1.75,2,14.09,-0.860360154895344
0.8,0.975,1.75,2,14.1,-0.875032546661282
0.8,0.975,1.75,2,14.11,-0.890084743084358
0.8,0.975,1.75,2,14.12,-0.905525048289854
0.8,0.975,1.75,2,14.13,-0.921361826645995
0.8,0.975,1.75,2,14.14,-0.937603488971128
0.8,0.975,1.75,2,14.15,-0.954258477126215
0.8,0.975,1.75,2,14.16,-0.971335246867351
0.8,0.975,1.75,2,14.17,-0.988842248826876
0.8,0.975,1.75,2,14.18,-1.0067879074853
0.8,0.975,1.75,2,14.19,-1.02518059798975
0.8,0.975,1.75,2,14.2,-1.04402862066924
0.8,0.975,1.75,2,14.21,-1.06334017309111
0.8,0.975,1.75,2,14.22,-1.08312331949824
0.8,0.975,1.75,2,14.23,-1.10338595746232
0.8,0.975,1.75,2,14.24,-1.12413578158473
0.8,0.975,1.75,2,14.25,-1.14538024407468
0.8,0.975,1.75,2,14.26,-1.16712651203257
0.8,0.975,1.75,2,14.27,-1.18938142126751
0.8,0.975,1.75,2,14.28,-1.21215142647972
0.8,0.975,1.75,2,14.29,-1.23544254764348
0.8,0.975,1.75,2,14.3,-1.25926031243281
0.8,0.975,1.75,2,14.31,-1.283609694542
0.8,0.975,1.75,2,14.32,-1.30849504776666
0.8,0.975,1.75,2,14.33,-1.33392003572718
0.8,0.975,1.75,2,14.34,-1.35988755713851
0.8,0.975,1.75,2,14.35,-1.38639966655532
0.8,0.975,1.75,2,14.36,-1.41345749055376
0.8,0.975,1.75,2,14.37,-1.44106113934745
0.8,0.975,1.75,2,14.38,-1.46920961387941
0.8,0.975,1.75,2,14.39,-1.49790070848241
0.8,0.975,1.75,2,14.4,-1.52713090925785
0.8,0.975,1.75,2,14.41,-1.55689528839044
0.8,0.975,1.75,2,14.42,-1.58718739469031
0.8,0.975,1.75,2,14.43,-1.61799914073842
0.8,0.975,1.75,2,14.44,-1.64932068710435
0.8,0.975,1.75,2,14.45,-1.68114032420838
0.8,0.975,1.75,2,14.46,-1.71344435251186
0.8,0.975,1.75,2,14.47,-1.74621696184152
0.8,0.975,1.75,2,14.48,-1.77944011078385
0.8,0.975,1.75,2,14.49,-1.81309340722373
0.8,0.975,1.75,2,14.5,-1.84715399124718
0.8,0.975,1.75,2,14.51,-1.88159642177845
0.8,0.975,1.75,2,14.52,-1.91639256847629
0.8,0.975,1.75,2,14.53,-1.9515115105684
0.8,0.975,1.75,2,14.54,-1.98691944445658
0.8,0.975,1.75,2,14.55,-2.02257960207175
0.8,0.975,1.75,2,14.56,-2.05845218209461
0.8,0.975,1.75,2,14.57,-2.09449429627986
0.8,0.975,1.75,2,14.58,-2.13065993322316
0.8,0.975,1.75,2,14.59,-2.16689994198467
0.8,0.975,1.75,2,14.6,-2.20316203802541
0.8,0.975,1.75,2,14.61,-2.23939083391433
0.8,0.975,1.75,2,14.62,-2.27552789721999
0.8,0.975,1.75,2,14.63,-2.31151183790227
0.8,0.975,1.75,2,14.64,-2.34727842736143
0.8,0.975,1.75,2,14.65,-2.38276075107729
0.8,0.975,1.75,2,14.66,-2.41788939647619
0.8,0.975,1.75,2,14.67,-2.45259267729281
0.8,0.975,1.75,2,14.68,-2.48679689524805
0.8,0.975,1.75,2,14.69,-2.52042663934211
0.8,0.975,1.75,2,14.7,-2.55340512246671
0.8,0.975,1.75,2,14.71,-2.58565455437978
0.8,0.975,1.75,2,14.72,-2.61709654936735
0.8,0.975,1.75,2,14.73,-2.64765256615483
0.8,0.975,1.75,2,14.74,-2.67724437683955
0.8,0.975,1.75,2,14.75,-2.7057945608171
0.8,0.975,1.75,2,14.76,-2.7332270188896
0.8,0.975,1.75,2,14.77,-2.75946750199716
0.8,0.975,1.75,2,14.78,-2.78444414833345
0.8,0.975,1.75,2,14.79,-2.80808802201689
0.8,0.975,1.75,2,14.8,-2.83033364601919
0.8,0.975,1.75,2,14.81,-2.85111952172482
0.8,0.975,1.75,2,14.82,-2.8703886273324
0.8,0.975,1.75,2,14.83,-2.88808888732671
0.8,0.975,1.75,2,14.84,-2.90417360546003
0.8,0.975,1.75,2,14.85,-2.91860185408868
0.8,0.975,1.75,2,14.86,-2.93133881331053
0.8,0.975,1.75,2,14.87,-2.94235605413426
0.8,0.975,1.75,2,14.88,-2.95163176085854
0.8,0.975,1.75,2,14.89,-2.95915088892955
0.8,0.975,1.75,2,14.9,-2.96490525574151
0.8,0.975,1.75,2,14.91,-2.96889356311497
0.8,0.975,1.75,2,14.92,-2.97112135148957
0.8,0.975,1.75,2,14.93,-2.97160088716329
0.8,0.975,1.75,2,14.94,-2.97035098515558
0.8,0.975,1.75,2,14.95,-2.96739677143293
0.8,0.975,1.75,2,14.96,-2.96276938927562
0.8,0.975,1.75,2,14.97,-2.95650565545681
0.8,0.975,1.75,2,14.98,-2.94864767262836
0.8,0.975,1.75,2,14.99,-2.93924240484626
0.8,0.975,1.75,2,15,-2.92834122351724
0.8,0.975,1.75,2,15.01,-2.91599943120619
0.8,0.975,1.75,2,15.02,-2.90227577071999
0.8,0.975,1.75,2,15.03,-2.88723192669022
0.8,0.975,1.75,2,15.04,-2.87093202653384
0.8,0.975,1.75,2,15.05,-2.85344214719917
0.8,0.975,1.75,2,15.06,-2.83482983352886
0.8,0.975,1.75,2,15.07,-2.8151636334176
0.8,0.975,1.75,2,15.08,-2.79451265423667
0.8,0.975,1.75,2,15.09,-2.77294614426227
0.8,0.975,1.75,2,15.1,-2.75053310210531
0.8,0.975,1.75,2,15.11,-2.72734191641436
0.8,0.975,1.75,2,15.12,-2.70344003742981
0.8,0.975,1.75,2,15.13,-2.67889368131859
0.8,0.975,1.75,2,15.14,-2.65376756762566
0.8,0.975,1.75,2,15.15,-2.62812468964865
0.8,0.975,1.75,2,15.16,-2.60202611708034
0.8,0.975,1.75,2,15.17,-2.57553082987023
0.8,0.975,1.75,2,15.18,-2.54869558193285
0.8,0.975,1.75,2,15.19,-2.52157479307313
0.8,0.975,1.75,2,15.2,-2.49422046730453
0.8,0.975,1.75,2,15.21,-2.46668213559847
0.8,0.975,1.75,2,15.22,-2.43900682101947
0.8,0.975,1.75,2,15.23,-2.41123902416151
0.8,0.975,1.75,2,15.24,-2.38342072680214
0.8,0.975,1.75,2,15.25,-2.35559141172605
0.8,0.975,1.75,2,15.26,-2.32778809673179
0.8,0.975,1.75,2,15.27,-2.30004538091999
0.8,0.975,1.75,2,15.28,-2.27239550146243
0.8,0.975,1.75,2,15.29,-2.24486839916514
0.8,0.975,1.75,2,15.3,-2.21749179125983
0.8,0.975,1.75,2,15.31,-2.19029124998479
0.8,0.975,1.75,2,15.32,-2.1632902856435
0.8,0.975,1.75,2,15.33,-2.1365104329566
0.8,0.975,1.75,2,15.34,-2.10997133964666
0.8,0.975,1.75,2,15.35,-2.08369085631461
0.8,0.975,1.75,2,15.36,-2.05768512678033
0.8,0.975,1.75,2,15.37,-2.03196867816715
0.8,0.975,1.75,2,15.38,-2.00655451011007
0.8,0.975,1.75,2,15.39,-1.98145418255909
0.8,0.975,1.75,2,15.4,-1.95667790173508
0.8,0.975,1.75,2,15.41,-1.93223460387141
0.8,0.975,1.75,2,15.42,-1.90813203644486
0.8,0.975,1.75,2,15.43,-1.8843768366616
0.8,0.975,1.75,2,15.44,-1.86097460701954
0.8,0.975,1.75,2,15.45,-1.83792998781704
0.8,0.975,1.75,2,15.46,-1.81524672652168
0.8,0.975,1.75,2,15.47,-1.79292774394928
0.8,0.975,1.75,2,15.48,-1.77097519723636
0.8,0.975,1.75,2,15.49,-1.74939053961614
